Id,District,County,Parish,Address,Latitude,Longitude,Inspection Utility,Inspection Time,Opening Hours
507,Porto,,,"Travessa da Gestosa, 4440-181 Valongo, Portugal",41.16989,-8.4649,0.09,120,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
508,Porto,,Recarei,"Rua Dom Frei Garcia Martins, 4465-641 Matosinhos, Portugal",41.2014,-8.63549,0.66,120,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
509,Porto,,Lordelo do Ouro,"Rua das Condominhas 793, 4150-224 Porto, Portugal",41.15401,-8.64849,0.08,60,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
510,Porto,Amarante,,"Amarante, Portugal",41.27314,-8.08058,0.13,60,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
511,Porto,,Vila do Conde,"Rua Doutor Pereira Júnior 148, 4480-813 Vila do Conde, Portugal",41.35493,-8.74767,0.63,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
512,Porto,,Campo,"Travessa de S. Domingos 85, 4440-191 Valongo, Portugal",41.18101,-8.47779,0.68,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
513,Porto,,Bajouca,"Rua das Andorinhas, 4475-102 Maia, Portugal",41.2713,-8.62837,0.22,30,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
514,Porto,Porto,Santo Ildefonso,"Rua da Alegria 221, 4000-043 Porto, Portugal",41.15012,-8.60426,0.19,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
515,Porto,Valongo,Ermesinde,"Rua das Laranjeiras 175, 4445-491 Valongo, Portugal",41.2032054,-8.5444476,0.5,30,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
516,Porto,Matosinhos,Matosinhos,"Rua do Sul 20, 4450-292 Matosinhos, Portugal",41.18489,-8.69634,0.19,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
517,Porto,Marco de Canaveses,Casal da Ponte,"Casal da Ponte, Marco de Canaveses, Portugal",41.18528,-8.22199,0.98,60,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
518,Porto,,Vila Nova de Gaia,"Rua 14 de Outubro 864R/C, 4430-048 Vila Nova de Gaia, Portugal",41.1275057,-8.6023846,0.24,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
519,Porto,Santo Tirso,Monte-Santa Cristina do Couto,"Monte-Santa Cristina do Couto, Santo Tirso, Portugal",41.3316,-8.48802,0.81,60,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
520,Porto,,Ribeira,"Rua de Sousa Viterbo 87, 4050-593 Porto, Portugal",41.14246,-8.61467,0.35,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
521,Porto,Matosinhos,Perafita,"Perafita, Matosinhos, Portugal",41.22675,-8.69712,0.17,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
522,Porto,Gondomar,Vila Verde,"Rua de São Pedro da Cova, 4510-429 Gondomar, Portugal",41.1624,-8.50791,0.66,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
523,Porto,Vila do Conde,Gafa,"Rua Vasco da Gama 57, 4485-549 Vila do Conde, Portugal",41.30895,-8.73821,0.49,30,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
524,Porto,Santo Tirso,União das Freguesias de Carreira e Refojos de Riba de Ave,"Rua do Real, 4825285 Santo Tirso (União das Freguesias de Carreira e Refojos de Riba de Ave)",41.31082,-8.46316,0.26,120,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
525,Porto,Marco de Canaveses,Tuias,"Avenida do Futebol Clube do Porto 959, 4630-203 Marco de Canaveses, Portugal",41.17288,-8.15114,0.42,30,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
526,Porto,Santo Tirso,Santo Tirso,"Rua Zulmira de Azevedo 143, 4780-564 Santo Tirso, Portugal",41.3398376,-8.4746704,0.56,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
527,Porto,Baião,Santa Marinha do Zêzere,"Santa Marinha do Zêzere, Baião, Portugal",41.14043,-7.95212,0.23,30,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
528,Porto,Maia,Maia,"Praça de Almada Negreiros 74, 4470-133 Maia, Portugal",41.22737,-8.6225,0.25,30,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
529,Porto,,Pedras Rubras,"Praça do Exército Libertador, 4470-601 Maia, Portugal",41.24246,-8.66461,0.75,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
530,Porto,Porto,Lapa,"Rua das Águas Férreas 19, 4050-021 Porto, Portugal",41.15645,-8.61801,0.83,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
531,Porto,,Vermoim,"Avenida Dom Manuel II 680, 4470-335 Maia, Portugal",41.2371332,-8.6067627,0.05,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
532,Porto,Lousada,Lousada,"Praça da República, 4620-653 Lousada, Portugal",41.27725,-8.28384,0.08,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
533,Porto,Póvoa de Varzim,São Felix,"Rua dos Combatentes do Ultramar, 4570-356 Póvoa de Varzim, Portugal",41.43958,-8.71642,0.08,60,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
534,Porto,,Carcavelos,"Largo de Carcavelos 1, 4450 Matosinhos, Portugal",41.18013,-8.67918,0.69,120,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
535,Porto,Vila Nova de Gaia,Gestosa de Cima,"Rua Circular de Gestosa de Cima 366, 4415-800 Vila Nova de Gaia, Portugal",41.04381,-8.51303,0.11,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
536,Porto,Matosinhos,Caçadores,"Caçadores, Matosinhos, Portugal",41.23779,-8.70296,0.95,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
537,Porto,Vila Nova de Gaia,Rechousa,"Rua Industrial de São Caetano 74, 4410-311 Vila Nova de Gaia, Portugal",41.0958693,-8.6040156,0.77,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
538,Porto,Maia,Vila Nova da Telha,"Rua Gonçalo Mendes da Maia 61, 4470-771 Maia, Portugal",41.254552,-8.6669919,0.2,60,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
539,Porto,Porto,Baixa,"Rua do Bonjardim 618, 4000-118 Porto, Portugal",41.15207,-8.60815,0.78,120,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
540,Porto,,Boavista,"Avenida de França 352, 4050-276 Porto, Portugal",41.16131,-8.62732,0.23,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
541,Porto,Porto,Vitória,"Rua de Sá Noronha 70, 4050-526 Porto, Portugal",41.14861,-8.6149,0.8,30,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
542,Porto,Matosinhos,Matosinhos,"Rua Dom Nuno Álvares Pereira 240, 4450-213 Matosinhos, Portugal",41.1781,-8.67785,0.44,60,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
543,Porto,,Alvarelhos,"Rua Central do Arrabalde, 4745-032 Trofa, Portugal",41.31157,-8.60178,0.57,120,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
544,Porto,Porto,"Porto, União das Freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória","Avenida da Boavista, 4050115 Porto",41.15726,-8.6255,0.3,120,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
545,Porto,Vila Nova de Gaia,Carvalhos,"Avenida Doutor Moreira de Sousa 1041, 4415-384 Vila Nova de Gaia, Portugal",41.06569,-8.57393,0.95,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
546,Porto,Póvoa de Varzim,Aguçadoura,"Rua da Areosa 239R/C, 4495-021 Póvoa de Varzim, Portugal",41.42562,-8.77894,0.87,60,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
547,Porto,Trofa,São Martinho-Bougado,"Parque Industrial Abelheira, 4785-123 Trofa, Portugal",41.33212,-8.52553,0.2,60,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
548,Porto,,Padrão,"Rua das Escolas Novas 320, 4485-122 Vila do Conde, Portugal",41.33375,-8.64377,0.76,60,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
549,Porto,,Matosinhos,"Rua Sousa Aroso 303, 4450-289 Matosinhos, Portugal",41.17685,-8.68736,0.55,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
550,Porto,Porto,Santo Ildefonso,"Rua Fernandes Tomás 480, 4000-211 Porto, Portugal",41.14952,-8.6043,0.24,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
551,Porto,Penafiel,Rio Mau,"Rua do Cais 29, 4575-626 Penafiel, Portugal",41.0518649,-8.3701069,0.42,120,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
552,Porto,Póvoa de Varzim,Póvoa de Varzim,"Largo da Mariadeira 7, 4490-469 Póvoa de Varzim, Portugal",41.37946,-8.75038,0.41,30,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
553,Porto,Vila do Conde,Guilhabreu,"Viela de Santo André 20, 4485 Vila do Conde, Portugal",41.29374,-8.63253,0.55,120,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
554,Porto,,Nogueira,"Travessa Agostinho da Silva Rocha, 4475-452 Maia, Portugal",41.23276,-8.59342,0.56,120,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
555,Porto,Vila Nova de Gaia,Praia da Granja,"Avenida de República, 4410-097 Vila Nova de Gaia, Portugal",41.03711,-8.64771,0.58,60,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
556,Porto,Trofa,São Martinho-Bougado,"Rua de Oliveira Martins 300, 4785-197 Trofa, Portugal",41.3373959,-8.5383166,0.99,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
557,Porto,Porto,Areosa,"Rua de Costa Cabral 2310, 4200-218 Porto, Portugal",41.17603,-8.58559,0.9,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
558,Porto,,Perosinho,"Rua do Mirante 360, 4415-048 Vila Nova de Gaia, Portugal",41.06329,-8.59377,0.26,120,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
559,Porto,Vila Nova de Gaia,Vila Nova de Gaia,"Rua Engenheiro Adelino Amaro da Costa 15, 4400-134 Vila Nova de Gaia, Portugal",41.12284,-8.60692,0.86,60,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
560,Porto,,Póvoa de Varzim,"Rua da Igreja 35, 4490-517 Póvoa de Varzim, Portugal",41.38091,-8.7558,0.58,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
561,Porto,,Vila Nova de Gaia,"Rua 28 de Janeiro 350, 4400-335 Vila Nova de Gaia, Portugal",41.1369204,-8.6311348,0.24,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
562,Porto,Vila Nova de Gaia,Vila Nova de Gaia,"Rua Engenheiro Adelino Amaro da Costa 15, 4400-134 Vila Nova de Gaia, Portugal",41.12284,-8.60692,0.41,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
563,Porto,Vila Nova de Gaia,Madalena,"Rua das Oliveiras 45, 4405-889 Vila Nova de Gaia, Portugal",41.1113779,-8.629311,0.11,30,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
564,Porto,Vila Nova de Gaia,Rechousa,"Rua da Serpente 221, 4430-234 Vila Nova de Gaia, Portugal",41.09701,-8.59643,0.76,120,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
565,Porto,Vila Nova de Gaia,"Vila Nova de Gaia, União das Freguesias de Mafamude e Vilar do Paraíso","Rua de António Correia de Carvalho, 4400023 Vila Nova de Gaia",41.12578,-8.61262,0.11,60,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
566,Porto,,Matosinhos,"Avenida Serpa Pinto 181, 4450-280 Matosinhos, Portugal",41.1846537,-8.6948181,0.7,30,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
567,Porto,Vila Nova de Gaia,Vila Nova de Gaia,"Rua de Soares dos Reis 772, 4400-314 Vila Nova de Gaia, Portugal",41.11605,-8.60734,0.87,30,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
568,Porto,Matosinhos,São Mamede de Infesta,"Rua do Centro 141, 4465-071 Matosinhos, Portugal",41.19201,-8.60652,0.17,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
569,Porto,,Valongo,"Avenida 5 de Outubro 73, 4440-503 Valongo, Portugal",41.19009,-8.49796,0.21,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
570,Porto,Vila Nova de Gaia,Perosinho,"Rua Estádio da Pena, 4415-033 Vila Nova de Gaia, Portugal",41.06538,-8.59351,0.9,120,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
571,Porto,Matosinhos,Senhora da Hora,"Rua da Lagoa 1268, 4460 Matosinhos, Portugal",41.1876,-8.65971,0.36,60,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
572,Porto,Vila Nova de Gaia,Vila Nova de Gaia,"Avenida da República 2503, 4430 Vila Nova de Gaia, Portugal",41.11624,-8.60609,0.17,60,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
573,Porto,Amarante,Devesa,"Devesa, Amarante, Portugal",41.24543,-8.08132,0.13,120,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
574,Porto,Gondomar,Ramalde,"Rua Professor Camilo de Oliveira 250, 4420-284 Gondomar, Portugal",41.12559,-8.52305,0.82,60,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
575,Porto,,Alfena,"Rua Dom Afonso II 150, 4445-086 Valongo, Portugal",41.23557,-8.53502,0.77,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
576,Porto,Porto,Paranhos,"Rua Particular de Monsanto 60, 4250-362 Porto, Portugal",41.17242,-8.61657,0.06,120,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
577,Porto,Paredes,Paredes,"Avenida da República 3, 4580-193 Paredes, Portugal",41.20752,-8.33094,0.34,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
578,Porto,Vila Nova de Gaia,Vila Nova de Gaia,"Rua João de Deus 265, 4400-185 Vila Nova de Gaia, Portugal",41.12669,-8.60622,0.55,120,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
579,Porto,Porto,Lordelo do Ouro,"Rua do Professor Augusto Nobre 490, 4150-117 Porto, Portugal",41.1613,-8.65554,0.26,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
580,Porto,Porto,Boavista,"Avenida de França 256, 4050-276 Porto, Portugal",41.16121,-8.6279,0.27,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
581,Porto,Porto,"Porto, União das Freguesias de Aldoar, Foz do Douro e Nevogilde","Rua de Gondarém 695, Porto",41.15969,-8.68274,0.68,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
582,Porto,Porto,Bonfim,"Rua de Santo Ildefonso 361, 4000-471 Porto, Portugal",41.14742,-8.6012,0.64,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
583,Porto,Porto,"Porto, Bonfim","Rua da Alegria 819, Porto",41.15884,-8.60133,0.3,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
584,Porto,Lousada,,"Lousada, Portugal",41.27566,-8.28339,0.75,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
585,Porto,Valongo,Valongo,"Rua Emídio Navarro, 4440-646 Valongo, Portugal",41.19269,-8.49426,0.19,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
586,Porto,,Senhora da Hora,"Rua da Estação Velha 2604, 4460-306 Matosinhos, Portugal",41.18869,-8.64989,0.8,60,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
587,Porto,Paços de Ferreira,,"Rua Tenente Leonardo de Meireles 51, 4590-255 Paços de Ferreira, Portugal",41.29913,-8.34203,0.45,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
588,Porto,Gondomar,Fânzeres,"Rua Doutor Oliveira Lobo 594, 4435-358 Gondomar, Portugal",41.16521,-8.54667,0.89,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
589,Porto,Porto,Francos,"Travessa da Prelada 613, 4250-380 Porto, Portugal",41.16969,-8.63477,0.6,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
590,Porto,Vila do Conde,Mindelo,"Rua D Zona Industrial da Varziela, 4485 Vila do Conde (Mindelo)",41.31082,-8.71873,0.22,60,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
591,Porto,Vila Nova de Gaia,Madalena,"Rua do Sameiro 124, 4405-782 Vila Nova de Gaia, Portugal",41.1064691,-8.6361468,0.69,60,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
592,Porto,Santo Tirso,Aves,"Largo da Tojela, 4795018 Santo Tirso (Aves)",41.36476,-8.40372,0.45,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
593,Porto,Porto,Miragaia,"Rua do Rosário 125, 4050-523 Porto, Portugal",41.14903,-8.62084,0.34,60,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
594,Porto,Porto,Miragaia,"Rua de Dom Manuel II 101, 4050-345 Porto, Portugal",41.14735,-8.62176,0.4,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
595,Porto,,Silva Escura,"Rua da Igreja 32, 4475-833 Maia, Portugal",41.25616,-8.58295,0.2,30,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
596,Porto,,Cedofeita,"Rua do Rosário 246, 4050-522 Porto, Portugal",41.15121,-8.62111,0.39,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
597,Porto,Maia,Bajouca,"Rua da Bajouca 655, 4475-114 Maia, Portugal",41.27095,-8.63075,0.16,30,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,Porto,Porto,Cedofeita,"Rua dos Bragas 7, 4050-123 Porto, Portugal",41.15281,-8.61374,0.22,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
599,Porto,,Aldoar,"Avenida da Boavista 3521, 4100-139 Porto, Portugal",41.16362,-8.66508,0.71,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
600,Porto,Vila Nova de Gaia,Senhora do Monte,"Senhora do Monte, Vila Nova de Gaia, Portugal",41.08609,-8.58777,0.63,60,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
601,Porto,,Penafiel,"Rua da Vila Gualdina 120, 4560-533 Penafiel, Portugal",41.19931,-8.29309,0.94,30,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
602,Porto,Vila do Conde,Lugar do Pinhal,"Lugar do Pinhal, Vila do Conde, Portugal",41.28219,-8.72413,0.74,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
603,Porto,,,"Estrada da Circunvalação, 4460-283 Matosinhos, Portugal",41.17957,-8.65184,0.73,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
